"name","value","year"
"CF.木竹製品製造業",12915,"1997"
"CG.紙漿、紙及紙製品製造業",41751,"1997"
"CH.印刷及資料儲存媒體複製業",26421,"1997"
"CI.石油及煤製品製造業",131480,"1997"
"CJ.化學材料製造業",152300,"1997"
"CK.化學製品製造業",37482,"1997"
"CL.藥品製造業",14875,"1997"
"CM.橡膠製品製造業",23638,"1997"
"CN.塑膠製品製造業",112607,"1997"
"CO.非金屬礦物製品製造業",76536,"1997"
"CP.基本金屬製造業",116389,"1997"
"CQ.金屬製品製造業",167280,"1997"
"CR.電子零組件製造業",236519,"1997"
"CS.電腦、電子產品及光學製品製造業",185198,"1997"
"CT.電力設備製造業",93690,"1997"
"CU.機械設備製造業",91660,"1997"
"CV.汽車及其零件製造業",87614,"1997"
"CW.其他運輸工具製造業",64584,"1997"
"CX.家具製造業",24349,"1997"
"CY.其他製造業",74434,"1997"
"D 電力及燃氣供應業",170061,"1997"
"DA.電力供應業",163054,"1997"
"DB.氣體燃料供應業",7007,"1997"
"E 用水供應及污染整治業",45368,"1997"
"EA.用水供應業",20577,"1997"
"EB.污染整治業",24791,"1997"
"F 營造業",371868,"1997"
"G 批發及零售業",1313014,"1997"
"GA.批發業",703368,"1997"
"GB.零售業",609646,"1997"
"H 運輸及倉儲業",372411,"1997"
"HA.陸上運輸業",158779,"1997"
"HB.水上運輸業",42930,"1997"
"HC.航空運輸業",38923,"1997"
"HD.運輸輔助及倉儲業",110312,"1997"
"HE.郵政及快遞業",21467,"1997"
"I 住宿及餐飲業",159123,"1997"
"IA住宿服務業",37727,"1997"
"IB.餐飲業",121396,"1997"
"J 資訊及通訊傳播業",235568,"1997"
"JA.傳播業",60780,"1997"
"JB.電信業",142928,"1997"
"JC.資訊業",31860,"1997"
"K 金融及保險業",742666,"1997"
"KA.金融中介業",500978,"1997"
"KB.保險業",132024,"1997"
"KC.證券期貨及其他金融業",109664,"1997"
"L 不動產業",761492,"1997"
"LA.不動產業",85868,"1997"
"LB.住宅服務",675624,"1997"
"M 專業、科學及技術服務業",146270,"1997"
"N 支援服務業",61358,"1997"
"NA.租賃業",22127,"1997"
"NB.其他支援服務業",39231,"1997"
"O 公共行政及國防",696826,"1997"
"P 教育服務業",331838,"1997"
"Q 醫療保健及社會工作服務業",192669,"1997"
"QA.醫療保健服務業",180763,"1997"
"QB.社會工作服務業",11906,"1997"
"R 藝術、娛樂及休閒服務業",67620,"1997"
"S 其他服務業",199679,"1997"
"SA.對家庭服務之非營利機構",28737,"1997"
"SB.家事服務業",55861,"1997"
"SC.未分類其他服務業",115081,"1997"
"合 計",8255368,"1997"
"進口稅",158030,"1997"
"加值型營業稅",164897,"1997"
"總 計(生產面)",8578295,"1997"
"統計差異",-3511,"1997"
"GDP",8574784,"1997"
"補充項目:ICT產業",596505,"1997"
"A 農、林、漁、牧業",219118,"1998"
"AA.農耕業",143805,"1998"
"AB.畜牧業",23484,"1998"
"AC.林業",1468,"1998"
"AD.漁業",50361,"1998"
"B 礦業及土石採取業",71041,"1998"
"C 製造業",2250021,"1998"
"CA.食品製造業",67663,"1998"
"CB.飲料及菸草製造業",69134,"1998"
"CC.紡織業",118966,"1998"
"CD.成衣及服飾品製造業",50046,"1998"
"CE.皮革、毛皮及其製品製造業",23651,"1998"
"CF.木竹製品製造業",10759,"1998"
"CG.紙漿、紙及紙製品製造業",42784,"1998"
"CH.印刷及資料儲存媒體複製業",26705,"1998"
"CI.石油及煤製品製造業",146883,"1998"
"CJ.化學材料製造業",142156,"1998"
"CK.化學製品製造業",39012,"1998"
"CL.藥品製造業",15500,"1998"
"CM.橡膠製品製造業",23408,"1998"
"CN.塑膠製品製造業",113471,"1998"
"CO.非金屬礦物製品製造業",78198,"1998"
"CP.基本金屬製造業",121674,"1998"
"CQ.金屬製品製造業",188866,"1998"
"CR.電子零組件製造業",293000,"1998"
"CS.電腦、電子產品及光學製品製造業",208171,"1998"
"CT.電力設備製造業",93819,"1998"
"CU.機械設備製造業",102254,"1998"
"CV.汽車及其零件製造業",95458,"1998"
"CW.其他運輸工具製造業",67933,"1998"
"CX.家具製造業",28264,"1998"
"CY.其他製造業",82246,"1998"
"D 電力及燃氣供應業",179425,"1998"
"DA.電力供應業",171900,"1998"
"DB.氣體燃料供應業",7525,"1998"
"E 用水供應及污染整治業",46702,"1998"
"EA.用水供應業",21248,"1998"
"EB.污染整治業",25454,"1998"
"F 營造業",367425,"1998"
"G 批發及零售業",1453951,"1998"
"GA.批發業",776878,"1998"
"GB.零售業",677073,"1998"
"H 運輸及倉儲業",400114,"1998"
"HA.陸上運輸業",166573,"1998"
"HB.水上運輸業",49136,"1998"
"HC.航空運輸業",47648,"1998"
"HD.運輸輔助及倉儲業",114026,"1998"
"HE.郵政及快遞業",22731,"1998"
"I 住宿及餐飲業",175487,"1998"
"IA住宿服務業",41332,"1998"
"IB.餐飲業",134155,"1998"
"J 資訊及通訊傳播業",287969,"1998"
"JA.傳播業",70187,"1998"
"JB.電信業",175171,"1998"
"JC.資訊業",42611,"1998"
"K 金融及保險業",770819,"1998"
"KA.金融中介業",523660,"1998"
"KB.保險業",154444,"1998"
"KC.證券期貨及其他金融業",92715,"1998"
"L 不動產業",809867,"1998"
"LA.不動產業",86038,"1998"
"LB.住宅服務",723829,"1998"
"M 專業、科學及技術服務業",159263,"1998"
"N 支援服務業",69199,"1998"
"NA.租賃業",24122,"1998"
"NB.其他支援服務業",45077,"1998"
"O 公共行政及國防",733567,"1998"
"P 教育服務業",362493,"1998"
"Q 醫療保健及社會工作服務業",219145,"1998"
"QA.醫療保健服務業",204950,"1998"
"QB.社會工作服務業",14195,"1998"
"R 藝術、娛樂及休閒服務業",75593,"1998"
"S 其他服務業",232187,"1998"
"SA.對家庭服務之非營利機構",43829,"1998"
"SB.家事服務業",59692,"1998"
"SC.未分類其他服務業",128666,"1998"
"合 計",8883386,"1998"
"進口稅",153416,"1998"
"加值型營業稅",170554,"1998"
"總 計(生產面)",9207356,"1998"
"統計差異",-3182,"1998"
"GDP",9204174,"1998"
"補充項目:ICT產業",718953,"1998"
"A 農、林、漁、牧業",236720,"1999"
"AA.農耕業",149197,"1999"
"AB.畜牧業",37871,"1999"
"AC.林業",1753,"1999"
"AD.漁業",47899,"1999"
"B 礦業及土石採取業",65139,"1999"
"C 製造業",2308308,"1999"
"CA.食品製造業",55209,"1999"
"CB.飲料及菸草製造業",67218,"1999"
"CC.紡織業",124423,"1999"
"CD.成衣及服飾品製造業",45661,"1999"
"CE.皮革、毛皮及其製品製造業",21111,"1999"
"CF.木竹製品製造業",9501,"1999"
"CG.紙漿、紙及紙製品製造業",46514,"1999"
"CH.印刷及資料儲存媒體複製業",25514,"1999"
"CI.石油及煤製品製造業",135627,"1999"
"CJ.化學材料製造業",139263,"1999"
"CK.化學製品製造業",40919,"1999"
"CL.藥品製造業",16331,"1999"
"CM.橡膠製品製造業",27873,"1999"
"CN.塑膠製品製造業",116722,"1999"
"CO.非金屬礦物製品製造業",72512,"1999"
"CP.基本金屬製造業",125999,"1999"
"CQ.金屬製品製造業",190256,"1999"
"CR.電子零組件製造業",376407,"1999"
"CS.電腦、電子產品及光學製品製造業",218496,"1999"
"CT.電力設備製造業",82847,"1999"
"CU.機械設備製造業",110669,"1999"
"CV.汽車及其零件製造業",89924,"1999"
"CW.其他運輸工具製造業",62331,"1999"
"CX.家具製造業",28175,"1999"
"CY.其他製造業",78806,"1999"
"D 電力及燃氣供應業",181951,"1999"
"DA.電力供應業",174090,"1999"
"DB.氣體燃料供應業",7861,"1999"
"E 用水供應及污染整治業",47700,"1999"
"EA.用水供應業",21938,"1999"
"EB.污染整治業",25762,"1999"
"F 營造業",344507,"1999"
"G 批發及零售業",1585784,"1999"
"GA.批發業",850554,"1999"
"GB.零售業",735230,"1999"
"H 運輸及倉儲業",423478,"1999"
"HA.陸上運輸業",181977,"1999"
"HB.水上運輸業",41565,"1999"
"HC.航空運輸業",54903,"1999"
"HD.運輸輔助及倉儲業",121137,"1999"
"HE.郵政及快遞業",23896,"1999"
"I 住宿及餐飲業",188644,"1999"
"IA住宿服務業",43394,"1999"
"IB.餐飲業",145250,"1999"
"J 資訊及通訊傳播業",320276,"1999"
"JA.傳播業",77351,"1999"
"JB.電信業",187976,"1999"
"JC.資訊業",54949,"1999"
"K 金融及保險業",836693,"1999"
"KA.金融中介業",573792,"1999"
"KB.保險業",163855,"1999"
"KC.證券期貨及其他金融業",99046,"1999"
"L 不動產業",831813,"1999"
"LA.不動產業",87657,"1999"
"LB.住宅服務",744156,"1999"
"M 專業、科學及技術服務業",169219,"1999"
"N 支援服務業",79919,"1999"
"NA.租賃業",26277,"1999"
"NB.其他支援服務業",53642,"1999"
"O 公共行政及國防",768845,"1999"
"P 教育服務業",391385,"1999"
"Q 醫療保健及社會工作服務業",239725,"1999"
"QA.醫療保健服務業",223413,"1999"
"QB.社會工作服務業",16312,"1999"
"R 藝術、娛樂及休閒服務業",79133,"1999"
"S 其他服務業",236307,"1999"
"SA.對家庭服務之非營利機構",33574,"1999"
"SB.家事服務業",64514,"1999"
"SC.未分類其他服務業",138219,"1999"
"合 計",9335546,"1999"
"進口稅",139348,"1999"
"加值型營業稅",173642,"1999"
"總 計(生產面)",9648536,"1999"
"統計差異",513,"1999"
"GDP",9649049,"1999"
"補充項目:ICT產業",837828,"1999"
"A 農、林、漁、牧業",205434,"2000"
"AA.農耕業",140896,"2000"
"AB.畜牧業",19837,"2000"
"AC.林業",1281,"2000"
"AD.漁業",43420,"2000"
"B 礦業及土石採取業",51487,"2000"
"C 製造業",2508213,"2000"
"CA.食品製造業",74778,"2000"
"CB.飲料及菸草製造業",69904,"2000"
"CC.紡織業",126716,"2000"
"CD.成衣及服飾品製造業",40695,"2000"
"CE.皮革、毛皮及其製品製造業",17868,"2000"
"CF.木竹製品製造業",8278,"2000"
"CG.紙漿、紙及紙製品製造業",47491,"2000"
"CH.印刷及資料儲存媒體複製業",24174,"2000"
"CI.石油及煤製品製造業",136396,"2000"
"CJ.化學材料製造業",164498,"2000"
"CK.化學製品製造業",40729,"2000"
"CL.藥品製造業",16479,"2000"
"CM.橡膠製品製造業",29225,"2000"
"CN.塑膠製品製造業",94733,"2000"
"CO.非金屬礦物製品製造業",68577,"2000"
"CP.基本金屬製造業",154437,"2000"
"CQ.金屬製品製造業",195816,"2000"
"CR.電子零組件製造業",512831,"2000"
"CS.電腦、電子產品及光學製品製造業",232677,"2000"
"CT.電力設備製造業",80023,"2000"
"CU.機械設備製造業",115976,"2000"
"CV.汽車及其零件製造業",91768,"2000"
"CW.其他運輸工具製造業",62009,"2000"
"CX.家具製造業",24926,"2000"
"CY.其他製造業",77209,"2000"
"D 電力及燃氣供應業",181715,"2000"
"DA.電力供應業",173124,"2000"
"DB.氣體燃料供應業",8591,"2000"
"E 用水供應及污染整治業",47789,"2000"
"EA.用水供應業",21416,"2000"
"EB.污染整治業",26373,"2000"
"F 營造業",317766,"2000"
"G 批發及零售業",1745878,"2000"
"GA.批發業",964524,"2000"
"GB.零售業",781354,"2000"
"H 運輸及倉儲業",413114,"2000"
"HA.陸上運輸業",174308,"2000"
"HB.水上運輸業",37104,"2000"
"HC.航空運輸業",51193,"2000"
"HD.運輸輔助及倉儲業",124662,"2000"
"HE.郵政及快遞業",25847,"2000"
"I 住宿及餐飲業",205669,"2000"
"IA住宿服務業",45152,"2000"
"IB.餐飲業",160517,"2000"
"J 資訊及通訊傳播業",374417,"2000"
"JA.傳播業",85225,"2000"
"JB.電信業",220355,"2000"
"JC.資訊業",68837,"2000"
"K 金融及保險業",846016,"2000"
"KA.金融中介業",583040,"2000"
"KB.保險業",156996,"2000"
"KC.證券期貨及其他金融業",105980,"2000"
"L 不動產業",875432,"2000"
"LA.不動產業",86444,"2000"
"LB.住宅服務",788988,"2000"
"M 專業、科學及技術服務業",177162,"2000"
"N 支援服務業",87909,"2000"
"NA.租賃業",28119,"2000"
"NB.其他支援服務業",59790,"2000"
"O 公共行政及國防",804451,"2000"
"P 教育服務業",415867,"2000"
"Q 醫療保健及社會工作服務業",259327,"2000"
"QA.醫療保健服務業",239825,"2000"
"QB.社會工作服務業",19502,"2000"
"R 藝術、娛樂及休閒服務業",82415,"2000"
"S 其他服務業",257069,"2000"
"SA.對家庭服務之非營利機構",39233,"2000"
"SB.家事服務業",69717,"2000"
"SC.未分類其他服務業",148119,"2000"
"合 計",9857130,"2000"
"進口稅",146443,"2000"
"加值型營業稅",178160,"2000"
"總 計(生產面)",10181733,"2000"
"統計差異",5661,"2000"
"GDP",10187394,"2000"
"補充項目:ICT產業",1034700,"2000"
"A 農、林、漁、牧業",188593,"2001"
"AA.農耕業",134571,"2001"
"AB.畜牧業",15751,"2001"
"AC.林業",1693,"2001"
"AD.漁業",36578,"2001"
"B 礦業及土石採取業",48110,"2001"
"C 製造業",2306353,"2001"
"CA.食品製造業",81824,"2001"
"CB.飲料及菸草製造業",77638,"2001"
"CC.紡織業",112735,"2001"
"CD.成衣及服飾品製造業",35227,"2001"
"CE.皮革、毛皮及其製品製造業",13844,"2001"
"CF.木竹製品製造業",7018,"2001"
"CG.紙漿、紙及紙製品製造業",40896,"2001"
"CH.印刷及資料儲存媒體複製業",25012,"2001"
"CI.石油及煤製品製造業",161647,"2001"
"CJ.化學材料製造業",172917,"2001"
"CK.化學製品製造業",38441,"2001"
"CL.藥品製造業",15664,"2001"
"CM.橡膠製品製造業",27890,"2001"
"CN.塑膠製品製造業",100057,"2001"
"CO.非金屬礦物製品製造業",54176,"2001"
"CP.基本金屬製造業",106672,"2001"
"CQ.金屬製品製造業",178745,"2001"
"CR.電子零組件製造業",415854,"2001"
"CS.電腦、電子產品及光學製品製造業",205428,"2001"
"CT.電力設備製造業",84293,"2001"
"CU.機械設備製造業",112108,"2001"
"CV.汽車及其零件製造業",86691,"2001"
"CW.其他運輸工具製造業",56214,"2001"
"CX.家具製造業",20193,"2001"
"CY.其他製造業",75169,"2001"
"D 電力及燃氣供應業",183154,"2001"
"DA.電力供應業",175281,"2001"
"DB.氣體燃料供應業",7873,"2001"
"E 用水供應及污染整治業",48877,"2001"
"EA.用水供應業",21539,"2001"
"EB.污染整治業",27338,"2001"
"F 營造業",267667,"2001"
"G 批發及零售業",1699937,"2001"
"GA.批發業",933101,"2001"
"GB.零售業",766836,"2001"
"H 運輸及倉儲業",412398,"2001"
"HA.陸上運輸業",176478,"2001"
"HB.水上運輸業",32736,"2001"
"HC.航空運輸業",54277,"2001"
"HD.運輸輔助及倉儲業",123244,"2001"
"HE.郵政及快遞業",25663,"2001"
"I 住宿及餐飲業",206706,"2001"
"IA住宿服務業",42009,"2001"
"IB.餐飲業",164697,"2001"
"J 資訊及通訊傳播業",393845,"2001"
"JA.傳播業",84648,"2001"
"JB.電信業",231536,"2001"
"JC.資訊業",77661,"2001"
"K 金融及保險業",816794,"2001"
"KA.金融中介業",589157,"2001"
"KB.保險業",154727,"2001"
"KC.證券期貨及其他金融業",72910,"2001"
"L 不動產業",884928,"2001"
"LA.不動產業",84636,"2001"
"LB.住宅服務",800292,"2001"
"M 專業、科學及技術服務業",179288,"2001"
"N 支援服務業",99367,"2001"
"NA.租賃業",30104,"2001"
"NB.其他支援服務業",69263,"2001"
"O 公共行政及國防",810088,"2001"
"P 教育服務業",457411,"2001"
"Q 醫療保健及社會工作服務業",277393,"2001"
"QA.醫療保健服務業",254991,"2001"
"QB.社會工作服務業",22402,"2001"
"R 藝術、娛樂及休閒服務業",87612,"2001"
"S 其他服務業",275519,"2001"
"SA.對家庭服務之非營利機構",41279,"2001"
"SB.家事服務業",74987,"2001"
"SC.未分類其他服務業",159253,"2001"
"合 計",9644040,"2001"
"進口稅",119100,"2001"
"加值型營業稅",167247,"2001"
"總 計(生產面)",9930387,"2001"
"統計差異",0,"2001"
"GDP",9930387,"2001"
"補充項目:ICT產業",930479,"2001"
"A 農、林、漁、牧業",188436,"2002"
"AA.農耕業",129142,"2002"
"AB.畜牧業",16585,"2002"
"AC.林業",2363,"2002"
"AD.漁業",40346,"2002"
"B 礦業及土石採取業",52099,"2002"
"C 製造業",2595812,"2002"
"CA.食品製造業",90655,"2002"
"CB.飲料及菸草製造業",69211,"2002"
"CC.紡織業",109758,"2002"
"CD.成衣及服飾品製造業",33160,"2002"
"CE.皮革、毛皮及其製品製造業",14366,"2002"
"CF.木竹製品製造業",8305,"2002"
"CG.紙漿、紙及紙製品製造業",46824,"2002"
"CH.印刷及資料儲存媒體複製業",32098,"2002"
"CI.石油及煤製品製造業",164466,"2002"
"CJ.化學材料製造業",187513,"2002"
"CK.化學製品製造業",39220,"2002"
"CL.藥品製造業",16718,"2002"
"CM.橡膠製品製造業",29652,"2002"
"CN.塑膠製品製造業",101898,"2002"
"CO.非金屬礦物製品製造業",56010,"2002"
"CP.基本金屬製造業",130650,"2002"
"CQ.金屬製品製造業",181938,"2002"
"CR.電子零組件製造業",541795,"2002"
"CS.電腦、電子產品及光學製品製造業",267314,"2002"
"CT.電力設備製造業",84959,"2002"
"CU.機械設備製造業",115618,"2002"
"CV.汽車及其零件製造業",109806,"2002"
"CW.其他運輸工具製造業",65257,"2002"
"CX.家具製造業",19100,"2002"
"CY.其他製造業",79521,"2002"
"D 電力及燃氣供應業",189020,"2002"
"DA.電力供應業",181198,"2002"
"DB.氣體燃料供應業",7822,"2002"
"E 用水供應及污染整治業",53536,"2002"
"EA.用水供應業",20448,"2002"
"EB.污染整治業",33088,"2002"
"F 營造業",261516,"2002"
"G 批發及零售業",1744101,"2002"
"GA.批發業",958177,"2002"
"GB.零售業",785924,"2002"
"H 運輸及倉儲業",421717,"2002"
"HA.陸上運輸業",179431,"2002"
"HB.水上運輸業",30836,"2002"
"HC.航空運輸業",63149,"2002"
"HD.運輸輔助及倉儲業",121922,"2002"
"HE.郵政及快遞業",26379,"2002"
"I 住宿及餐飲業",207752,"2002"
"IA住宿服務業",41434,"2002"
"IB.餐飲業",166318,"2002"
"J 資訊及通訊傳播業",394088,"2002"
"JA.傳播業",85347,"2002"
"JB.電信業",229941,"2002"
"JC.資訊業",78800,"2002"
"K 金融及保險業",832267,"2002"
"KA.金融中介業",601190,"2002"
"KB.保險業",156959,"2002"
"KC.證券期貨及其他金融業",74118,"2002"
"L 不動產業",855445,"2002"
"LA.不動產業",70794,"2002"
"LB.住宅服務",784651,"2002"
"M 專業、科學及技術服務業",187658,"2002"
"N 支援服務業",108384,"2002"
"NA.租賃業",30137,"2002"
"NB.其他支援服務業",78247,"2002"
"O 公共行政及國防",808341,"2002"
"P 教育服務業",488249,"2002"
"Q 醫療保健及社會工作服務業",293560,"2002"
"QA.醫療保健服務業",269751,"2002"
"QB.社會工作服務業",23809,"2002"
"R 藝術、娛樂及休閒服務業",90203,"2002"
"S 其他服務業",292628,"2002"
"SA.對家庭服務之非營利機構",46206,"2002"
"SB.家事服務業",77668,"2002"
"SC.未分類其他服務業",168754,"2002"
"合 計",10064812,"2002"
"進口稅",126370,"2002"
"加值型營業稅",182762,"2002"
"總 計(生產面)",10373944,"2002"
"統計差異",37695,"2002"
"GDP",10411639,"2002"
"補充項目:ICT產業",1117850,"2002"
"A 農、林、漁、牧業",183581,"2003"
"AA.農耕業",124088,"2003"
"AB.畜牧業",18536,"2003"
"AC.林業",1766,"2003"
"AD.漁業",39191,"2003"
"B 礦業及土石採取業",43610,"2003"
"C 製造業",2801855,"2003"
"CA.食品製造業",87848,"2003"
"CB.飲料及菸草製造業",69897,"2003"
"CC.紡織業",93841,"2003"
"CD.成衣及服飾品製造業",34300,"2003"
"CE.皮革、毛皮及其製品製造業",13289,"2003"
"CF.木竹製品製造業",9408,"2003"
"CG.紙漿、紙及紙製品製造業",50426,"2003"
"CH.印刷及資料儲存媒體複製業",35672,"2003"
"CI.石油及煤製品製造業",181909,"2003"
"CJ.化學材料製造業",195862,"2003"
"CK.化學製品製造業",40094,"2003"
"CL.藥品製造業",19806,"2003"
"CM.橡膠製品製造業",28035,"2003"
"CN.塑膠製品製造業",96532,"2003"
"CO.非金屬礦物製品製造業",58969,"2003"
"CP.基本金屬製造業",133737,"2003"
"CQ.金屬製品製造業",180528,"2003"
"CR.電子零組件製造業",680986,"2003"
"CS.電腦、電子產品及光學製品製造業",302519,"2003"
"CT.電力設備製造業",86603,"2003"
"CU.機械設備製造業",125697,"2003"
"CV.汽車及其零件製造業",110202,"2003"
"CW.其他運輸工具製造業",66387,"2003"
"CX.家具製造業",19314,"2003"
"CY.其他製造業",79994,"2003"
"D 電力及燃氣供應業",188087,"2003"
"DA.電力供應業",180070,"2003"
"DB.氣體燃料供應業",8017,"2003"
"E 用水供應及污染整治業",59115,"2003"
"EA.用水供應業",21031,"2003"
"EB.污染整治業",38084,"2003"
"F 營造業",253520,"2003"
"G 批發及零售業",1785113,"2003"
"GA.批發業",981627,"2003"
"GB.零售業",803486,"2003"
"H 運輸及倉儲業",408507,"2003"
"HA.陸上運輸業",168263,"2003"
"HB.水上運輸業",33407,"2003"
"HC.航空運輸業",56851,"2003"
"HD.運輸輔助及倉儲業",123128,"2003"
"HE.郵政及快遞業",26858,"2003"
"I 住宿及餐飲業",204743,"2003"
"IA住宿服務業",40534,"2003"
"IB.餐飲業",164209,"2003"
"J 資訊及通訊傳播業",403079,"2003"
"JA.傳播業",89032,"2003"
"JB.電信業",232048,"2003"
"JC.資訊業",81999,"2003"
"K 金融及保險業",807274,"2003"
"KA.金融中介業",570164,"2003"
"KB.保險業",164790,"2003"
"KC.證券期貨及其他金融業",72320,"2003"
"L 不動產業",892972,"2003"
"LA.不動產業",88977,"2003"
"LB.住宅服務",803995,"2003"
"M 專業、科學及技術服務業",198997,"2003"
"N 支援服務業",110997,"2003"
"NA.租賃業",29441,"2003"
"NB.其他支援服務業",81556,"2003"
"O 公共行政及國防",847589,"2003"
"P 教育服務業",530562,"2003"
"Q 醫療保健及社會工作服務業",298677,"2003"
"QA.醫療保健服務業",273194,"2003"
"QB.社會工作服務業",25483,"2003"
"R 藝術、娛樂及休閒服務業",92523,"2003"
"S 其他服務業",295116,"2003"
"SA.對家庭服務之非營利機構",42898,"2003"
"SB.家事服務業",77125,"2003"
"SC.未分類其他服務業",175093,"2003"
"合 計",10405917,"2003"
"進口稅",128710,"2003"
"加值型營業稅",188680,"2003"
"總 計(生產面)",10723307,"2003"
"統計差異",-27050,"2003"
"GDP",10696257,"2003"
"補充項目:ICT產業",1297552,"2003"
"A 農、林、漁、牧業",190733,"2004"
"AA.農耕業",131162,"2004"
"AB.畜牧業",19351,"2004"
"AC.林業",1364,"2004"
"AD.漁業",38856,"2004"
"B 礦業及土石採取業",47946,"2004"
"C 製造業",3047086,"2004"
"CA.食品製造業",78955,"2004"
"CB.飲料及菸草製造業",63448,"2004"
"CC.紡織業",87869,"2004"
"CD.成衣及服飾品製造業",27933,"2004"
"CE.皮革、毛皮及其製品製造業",13237,"2004"
"CF.木竹製品製造業",9895,"2004"
"CG.紙漿、紙及紙製品製造業",49249,"2004"
"CH.印刷及資料儲存媒體複製業",33035,"2004"
"CI.石油及煤製品製造業",209591,"2004"
"CJ.化學材料製造業",267059,"2004"
"CK.化學製品製造業",42015,"2004"
"CL.藥品製造業",20087,"2004"
"CM.橡膠製品製造業",30672,"2004"
"CN.塑膠製品製造業",95560,"2004"
"CO.非金屬礦物製品製造業",70401,"2004"
"CP.基本金屬製造業",173640,"2004"
"CQ.金屬製品製造業",188577,"2004"
"CR.電子零組件製造業",822090,"2004"
"CS.電腦、電子產品及光學製品製造業",273088,"2004"
"CT.電力設備製造業",87108,"2004"
"CU.機械設備製造業",133318,"2004"
"CV.汽車及其零件製造業",106972,"2004"
"CW.其他運輸工具製造業",63446,"2004"
"CX.家具製造業",19445,"2004"
"CY.其他製造業",80396,"2004"
"D 電力及燃氣供應業",161630,"2004"
"DA.電力供應業",153736,"2004"
"DB.氣體燃料供應業",7894,"2004"
"E 用水供應及污染整治業",64443,"2004"
"EA.用水供應業",21180,"2004"
"EB.污染整治業",43263,"2004"
"F 營造業",288093,"2004"
"G 批發及零售業",1941499,"2004"
"GA.批發業",1074344,"2004"
"GB.零售業",867155,"2004"
"H 運輸及倉儲業",426864,"2004"
"HA.陸上運輸業",172176,"2004"
"HB.水上運輸業",37541,"2004"
"HC.航空運輸業",60157,"2004"
"HD.運輸輔助及倉儲業",128420,"2004"
"HE.郵政及快遞業",28570,"2004"
"I 住宿及餐飲業",215478,"2004"
"IA住宿服務業",44120,"2004"
"IB.餐飲業",171358,"2004"
"J 資訊及通訊傳播業",408597,"2004"
"JA.傳播業",93395,"2004"
"JB.電信業",229756,"2004"
"JC.資訊業",85446,"2004"
"K 金融及保險業",859478,"2004"
"KA.金融中介業",595535,"2004"
"KB.保險業",174486,"2004"
"KC.證券期貨及其他金融業",89457,"2004"
"L 不動產業",926654,"2004"
"LA.不動產業",111071,"2004"
"LB.住宅服務",815583,"2004"
"M 專業、科學及技術服務業",210604,"2004"
"N 支援服務業",124391,"2004"
"NA.租賃業",29697,"2004"
"NB.其他支援服務業",94694,"2004"
"O 公共行政及國防",872697,"2004"
"P 教育服務業",532317,"2004"
"Q 醫療保健及社會工作服務業",308905,"2004"
"QA.醫療保健服務業",281493,"2004"
"QB.社會工作服務業",27412,"2004"
"R 藝術、娛樂及休閒服務業",93482,"2004"
"S 其他服務業",306932,"2004"
"SA.對家庭服務之非營利機構",46601,"2004"
"SB.家事服務業",80717,"2004"
"SC.未分類其他服務業",179614,"2004"
"合 計",11027829,"2004"
"進口稅",126147,"2004"
"加值型營業稅",213086,"2004"
"總 計(生產面)",11367062,"2004"
"統計差異",-1770,"2004"
"GDP",11365292,"2004"
"補充項目:ICT產業",1410380,"2004"
"A 農、林、漁、牧業",195833,"2005"
"AA.農耕業",137085,"2005"
"AB.畜牧業",21584,"2005"
"AC.林業",1454,"2005"
"AD.漁業",35710,"2005"
"B 礦業及土石採取業",44718,"2005"
"C 製造業",3120118,"2005"
"CA.食品製造業",73350,"2005"
