"name","value","year"
"CB.飲料及菸草製造業",65727,"2005"
"CC.紡織業",85348,"2005"
"CD.成衣及服飾品製造業",26140,"2005"
"CE.皮革、毛皮及其製品製造業",14053,"2005"
"CF.木竹製品製造業",9593,"2005"
"CG.紙漿、紙及紙製品製造業",46318,"2005"
"CH.印刷及資料儲存媒體複製業",36561,"2005"
"CI.石油及煤製品製造業",227117,"2005"
"CJ.化學材料製造業",271866,"2005"
"CK.化學製品製造業",41598,"2005"
"CL.藥品製造業",21742,"2005"
"CM.橡膠製品製造業",30621,"2005"
"CN.塑膠製品製造業",82456,"2005"
"CO.非金屬礦物製品製造業",70967,"2005"
"CP.基本金屬製造業",166185,"2005"
"CQ.金屬製品製造業",188749,"2005"
"CR.電子零組件製造業",877145,"2005"
"CS.電腦、電子產品及光學製品製造業",275338,"2005"
"CT.電力設備製造業",88847,"2005"
"CU.機械設備製造業",143003,"2005"
"CV.汽車及其零件製造業",120056,"2005"
"CW.其他運輸工具製造業",63949,"2005"
"CX.家具製造業",16914,"2005"
"CY.其他製造業",76475,"2005"
"D 電力及燃氣供應業",155864,"2005"
"DA.電力供應業",147164,"2005"
"DB.氣體燃料供應業",8700,"2005"
"E 用水供應及污染整治業",70773,"2005"
"EA.用水供應業",21472,"2005"
"EB.污染整治業",49301,"2005"
"F 營造業",284824,"2005"
"G 批發及零售業",2073677,"2005"
"GA.批發業",1151216,"2005"
"GB.零售業",922461,"2005"
"H 運輸及倉儲業",413665,"2005"
"HA.陸上運輸業",172234,"2005"
"HB.水上運輸業",29869,"2005"
"HC.航空運輸業",54893,"2005"
"HD.運輸輔助及倉儲業",127282,"2005"
"HE.郵政及快遞業",29387,"2005"
"I 住宿及餐飲業",229558,"2005"
"IA住宿服務業",46890,"2005"
"IB.餐飲業",182668,"2005"
"J 資訊及通訊傳播業",410648,"2005"
"JA.傳播業",96146,"2005"
"JB.電信業",227326,"2005"
"JC.資訊業",87176,"2005"
"K 金融及保險業",900684,"2005"
"KA.金融中介業",637861,"2005"
"KB.保險業",187758,"2005"
"KC.證券期貨及其他金融業",75065,"2005"
"L 不動產業",960160,"2005"
"LA.不動產業",127583,"2005"
"LB.住宅服務",832577,"2005"
"M 專業、科學及技術服務業",223568,"2005"
"N 支援服務業",139089,"2005"
"NA.租賃業",30152,"2005"
"NB.其他支援服務業",108937,"2005"
"O 公共行政及國防",892873,"2005"
"P 教育服務業",547315,"2005"
"Q 醫療保健及社會工作服務業",325532,"2005"
"QA.醫療保健服務業",296182,"2005"
"QB.社會工作服務業",29350,"2005"
"R 藝術、娛樂及休閒服務業",95436,"2005"
"S 其他服務業",325699,"2005"
"SA.對家庭服務之非營利機構",51553,"2005"
"SB.家事服務業",84798,"2005"
"SC.未分類其他服務業",189348,"2005"
"合 計",11410034,"2005"
"進口稅",135383,"2005"
"加值型營業稅",215892,"2005"
"總 計(生產面)",11761309,"2005"
"統計差異",-21030,"2005"
"GDP",11740279,"2005"
"補充項目:ICT產業",1466985,"2005"
"A 農、林、漁、牧業",197589,"2006"
"AA.農耕業",142914,"2006"
"AB.畜牧業",20786,"2006"
"AC.林業",1722,"2006"
"AD.漁業",32167,"2006"
"B 礦業及土石採取業",39444,"2006"
"C 製造業",3239070,"2006"
"CA.食品製造業",76318,"2006"
"CB.飲料及菸草製造業",68491,"2006"
"CC.紡織業",82450,"2006"
"CD.成衣及服飾品製造業",23065,"2006"
"CE.皮革、毛皮及其製品製造業",13334,"2006"
"CF.木竹製品製造業",11040,"2006"
"CG.紙漿、紙及紙製品製造業",42509,"2006"
"CH.印刷及資料儲存媒體複製業",38178,"2006"
"CI.石油及煤製品製造業",162121,"2006"
"CJ.化學材料製造業",188594,"2006"
"CK.化學製品製造業",46832,"2006"
"CL.藥品製造業",25331,"2006"
"CM.橡膠製品製造業",28573,"2006"
"CN.塑膠製品製造業",66903,"2006"
"CO.非金屬礦物製品製造業",74440,"2006"
"CP.基本金屬製造業",207244,"2006"
"CQ.金屬製品製造業",194449,"2006"
"CR.電子零組件製造業",1050368,"2006"
"CS.電腦、電子產品及光學製品製造業",324152,"2006"
"CT.電力設備製造業",104938,"2006"
"CU.機械設備製造業",163803,"2006"
"CV.汽車及其零件製造業",97908,"2006"
"CW.其他運輸工具製造業",51804,"2006"
"CX.家具製造業",16568,"2006"
"CY.其他製造業",79657,"2006"
"D 電力及燃氣供應業",147526,"2006"
"DA.電力供應業",139336,"2006"
"DB.氣體燃料供應業",8190,"2006"
"E 用水供應及污染整治業",77454,"2006"
"EA.用水供應業",22147,"2006"
"EB.污染整治業",55307,"2006"
"F 營造業",332438,"2006"
"G 批發及零售業",2188716,"2006"
"GA.批發業",1249755,"2006"
"GB.零售業",938961,"2006"
"H 運輸及倉儲業",394318,"2006"
"HA.陸上運輸業",161620,"2006"
"HB.水上運輸業",22470,"2006"
"HC.航空運輸業",51653,"2006"
"HD.運輸輔助及倉儲業",128537,"2006"
"HE.郵政及快遞業",30038,"2006"
"I 住宿及餐飲業",234114,"2006"
"IA住宿服務業",47380,"2006"
"IB.餐飲業",186734,"2006"
"J 資訊及通訊傳播業",415443,"2006"
"JA.傳播業",95955,"2006"
"JB.電信業",221518,"2006"
"JC.資訊業",97970,"2006"
"K 金融及保險業",891545,"2006"
"KA.金融中介業",593041,"2006"
"KB.保險業",199909,"2006"
"KC.證券期貨及其他金融業",98595,"2006"
"L 不動產業",1045155,"2006"
"LA.不動產業",175721,"2006"
"LB.住宅服務",869434,"2006"
"M 專業、科學及技術服務業",253492,"2006"
"N 支援服務業",159842,"2006"
"NA.租賃業",32642,"2006"
"NB.其他支援服務業",127200,"2006"
"O 公共行政及國防",909713,"2006"
"P 教育服務業",572723,"2006"
"Q 醫療保健及社會工作服務業",347436,"2006"
"QA.醫療保健服務業",317046,"2006"
"QB.社會工作服務業",30390,"2006"
"R 藝術、娛樂及休閒服務業",101238,"2006"
"S 其他服務業",345561,"2006"
"SA.對家庭服務之非營利機構",54412,"2006"
"SB.家事服務業",90393,"2006"
"SC.未分類其他服務業",200756,"2006"
"合 計",11892817,"2006"
"進口稅",135686,"2006"
"加值型營業稅",214968,"2006"
"總 計(生產面)",12243471,"2006"
"統計差異",0,"2006"
"GDP",12243471,"2006"
"補充項目:ICT產業",1694008,"2006"
"A 農、林、漁、牧業",191621,"2007"
"AA.農耕業",139767,"2007"
"AB.畜牧業",19389,"2007"
"AC.林業",1907,"2007"
"AD.漁業",30558,"2007"
"B 礦業及土石採取業",58627,"2007"
"C 製造業",3405858,"2007"
"CA.食品製造業",74480,"2007"
"CB.飲料及菸草製造業",67899,"2007"
"CC.紡織業",80509,"2007"
"CD.成衣及服飾品製造業",24387,"2007"
"CE.皮革、毛皮及其製品製造業",11594,"2007"
"CF.木竹製品製造業",9923,"2007"
"CG.紙漿、紙及紙製品製造業",41791,"2007"
"CH.印刷及資料儲存媒體複製業",36637,"2007"
"CI.石油及煤製品製造業",220488,"2007"
"CJ.化學材料製造業",243474,"2007"
"CK.化學製品製造業",42666,"2007"
"CL.藥品製造業",25577,"2007"
"CM.橡膠製品製造業",28513,"2007"
"CN.塑膠製品製造業",59610,"2007"
"CO.非金屬礦物製品製造業",70475,"2007"
"CP.基本金屬製造業",228073,"2007"
"CQ.金屬製品製造業",199536,"2007"
"CR.電子零組件製造業",1053906,"2007"
"CS.電腦、電子產品及光學製品製造業",344512,"2007"
"CT.電力設備製造業",115373,"2007"
"CU.機械設備製造業",171260,"2007"
"CV.汽車及其零件製造業",91525,"2007"
"CW.其他運輸工具製造業",68903,"2007"
"CX.家具製造業",15848,"2007"
"CY.其他製造業",78899,"2007"
"D 電力及燃氣供應業",124719,"2007"
"DA.電力供應業",115116,"2007"
"DB.氣體燃料供應業",9603,"2007"
"E 用水供應及污染整治業",83858,"2007"
"EA.用水供應業",22181,"2007"
"EB.污染整治業",61677,"2007"
"F 營造業",357606,"2007"
"G 批發及零售業",2340289,"2007"
"GA.批發業",1357819,"2007"
"GB.零售業",982470,"2007"
"H 運輸及倉儲業",411981,"2007"
"HA.陸上運輸業",163562,"2007"
"HB.水上運輸業",30830,"2007"
"HC.航空運輸業",53178,"2007"
"HD.運輸輔助及倉儲業",135012,"2007"
"HE.郵政及快遞業",29399,"2007"
"I 住宿及餐飲業",244824,"2007"
"IA住宿服務業",49749,"2007"
"IB.餐飲業",195075,"2007"
"J 資訊及通訊傳播業",442440,"2007"
"JA.傳播業",101614,"2007"
"JB.電信業",225651,"2007"
"JC.資訊業",115175,"2007"
"K 金融及保險業",931976,"2007"
"KA.金融中介業",593933,"2007"
"KB.保險業",205458,"2007"
"KC.證券期貨及其他金融業",132585,"2007"
"L 不動產業",1095719,"2007"
"LA.不動產業",180838,"2007"
"LB.住宅服務",914881,"2007"
"M 專業、科學及技術服務業",273134,"2007"
"N 支援服務業",173759,"2007"
"NA.租賃業",35595,"2007"
"NB.其他支援服務業",138164,"2007"
"O 公共行政及國防",913320,"2007"
"P 教育服務業",599751,"2007"
"Q 醫療保健及社會工作服務業",364258,"2007"
"QA.醫療保健服務業",332670,"2007"
"QB.社會工作服務業",31588,"2007"
"R 藝術、娛樂及休閒服務業",106755,"2007"
"S 其他服務業",361953,"2007"
"SA.對家庭服務之非營利機構",53694,"2007"
"SB.家事服務業",94741,"2007"
"SC.未分類其他服務業",213518,"2007"
"合 計",12482448,"2007"
"進口稅",138047,"2007"
"加值型營業稅",222720,"2007"
"總 計(生產面)",12843215,"2007"
"統計差異",67296,"2007"
"GDP",12910511,"2007"
"補充項目:ICT產業",1739244,"2007"
"A 農、林、漁、牧業",201799,"2008"
"AA.農耕業",145547,"2008"
"AB.畜牧業",25434,"2008"
"AC.林業",1753,"2008"
"AD.漁業",29065,"2008"
"B 礦業及土石採取業",20734,"2008"
"C 製造業",3132252,"2008"
"CA.食品製造業",72558,"2008"
"CB.飲料及菸草製造業",67453,"2008"
"CC.紡織業",71615,"2008"
"CD.成衣及服飾品製造業",21537,"2008"
"CE.皮革、毛皮及其製品製造業",10758,"2008"
"CF.木竹製品製造業",9883,"2008"
"CG.紙漿、紙及紙製品製造業",41632,"2008"
"CH.印刷及資料儲存媒體複製業",35033,"2008"
"CI.石油及煤製品製造業",116786,"2008"
"CJ.化學材料製造業",174313,"2008"
"CK.化學製品製造業",42543,"2008"
"CL.藥品製造業",24051,"2008"
"CM.橡膠製品製造業",26347,"2008"
"CN.塑膠製品製造業",60750,"2008"
"CO.非金屬礦物製品製造業",67496,"2008"
"CP.基本金屬製造業",231732,"2008"
"CQ.金屬製品製造業",202244,"2008"
"CR.電子零組件製造業",1002559,"2008"
"CS.電腦、電子產品及光學製品製造業",339702,"2008"
"CT.電力設備製造業",103039,"2008"
"CU.機械設備製造業",162711,"2008"
"CV.汽車及其零件製造業",79156,"2008"
"CW.其他運輸工具製造業",78402,"2008"
"CX.家具製造業",15047,"2008"
"CY.其他製造業",74905,"2008"
"D 電力及燃氣供應業",65301,"2008"
"DA.電力供應業",55095,"2008"
"DB.氣體燃料供應業",10206,"2008"
"E 用水供應及污染整治業",83286,"2008"
"EA.用水供應業",21825,"2008"
"EB.污染整治業",61461,"2008"
"F 營造業",363274,"2008"
"G 批發及零售業",2390445,"2008"
"GA.批發業",1423121,"2008"
"GB.零售業",967324,"2008"
"H 運輸及倉儲業",395054,"2008"
"HA.陸上運輸業",162121,"2008"
"HB.水上運輸業",32943,"2008"
"HC.航空運輸業",38717,"2008"
"HD.運輸輔助及倉儲業",131681,"2008"
"HE.郵政及快遞業",29592,"2008"
"I 住宿及餐飲業",251023,"2008"
"IA住宿服務業",49355,"2008"
"IB.餐飲業",201668,"2008"
"J 資訊及通訊傳播業",455728,"2008"
"JA.傳播業",103554,"2008"
"JB.電信業",225969,"2008"
"JC.資訊業",126205,"2008"
"K 金融及保險業",915973,"2008"
"KA.金融中介業",587919,"2008"
"KB.保險業",214439,"2008"
"KC.證券期貨及其他金融業",113615,"2008"
"L 不動產業",1108059,"2008"
"LA.不動產業",164691,"2008"
"LB.住宅服務",943368,"2008"
"M 專業、科學及技術服務業",278056,"2008"
"N 支援服務業",187085,"2008"
"NA.租賃業",37422,"2008"
"NB.其他支援服務業",149663,"2008"
"O 公共行政及國防",945152,"2008"
"P 教育服務業",603213,"2008"
"Q 醫療保健及社會工作服務業",377440,"2008"
"QA.醫療保健服務業",344407,"2008"
"QB.社會工作服務業",33033,"2008"
"R 藝術、娛樂及休閒服務業",111253,"2008"
"S 其他服務業",376280,"2008"
"SA.對家庭服務之非營利機構",58960,"2008"
"SB.家事服務業",97951,"2008"
"SC.未分類其他服務業",219369,"2008"
"合 計",12261407,"2008"
"進口稅",132565,"2008"
"加值型營業稅",221321,"2008"
"總 計(生產面)",12615293,"2008"
"統計差異",4857,"2008"
"GDP",12620150,"2008"
"補充項目:ICT產業",1694435,"2008"
"A 農、林、漁、牧業",215250,"2009"
"AA.農耕業",147717,"2009"
"AB.畜牧業",31754,"2009"
"AC.林業",1568,"2009"
"AD.漁業",34211,"2009"
"B 礦業及土石採取業",51695,"2009"
"C 製造業",2950748,"2009"
"CA.食品製造業",79546,"2009"
"CB.飲料及菸草製造業",77548,"2009"
"CC.紡織業",69089,"2009"
"CD.成衣及服飾品製造業",21546,"2009"
"CE.皮革、毛皮及其製品製造業",9927,"2009"
"CF.木竹製品製造業",8866,"2009"
"CG.紙漿、紙及紙製品製造業",34997,"2009"
"CH.印刷及資料儲存媒體複製業",33615,"2009"
"CI.石油及煤製品製造業",173072,"2009"
"CJ.化學材料製造業",227178,"2009"
"CK.化學製品製造業",44191,"2009"
"CL.藥品製造業",26307,"2009"
"CM.橡膠製品製造業",26196,"2009"
"CN.塑膠製品製造業",59887,"2009"
"CO.非金屬礦物製品製造業",58248,"2009"
"CP.基本金屬製造業",152937,"2009"
"CQ.金屬製品製造業",173078,"2009"
"CR.電子零組件製造業",897809,"2009"
"CS.電腦、電子產品及光學製品製造業",315562,"2009"
"CT.電力設備製造業",94927,"2009"
"CU.機械設備製造業",133791,"2009"
"CV.汽車及其零件製造業",82641,"2009"
"CW.其他運輸工具製造業",66259,"2009"
"CX.家具製造業",13028,"2009"
"CY.其他製造業",70503,"2009"
"D 電力及燃氣供應業",171598,"2009"
"DA.電力供應業",161664,"2009"
"DB.氣體燃料供應業",9934,"2009"
"E 用水供應及污染整治業",81804,"2009"
"EA.用水供應業",20072,"2009"
"EB.污染整治業",61732,"2009"
"F 營造業",333724,"2009"
"G 批發及零售業",2320828,"2009"
"GA.批發業",1373325,"2009"
"GB.零售業",947503,"2009"
"H 運輸及倉儲業",371969,"2009"
"HA.陸上運輸業",166153,"2009"
"HB.水上運輸業",11015,"2009"
"HC.航空運輸業",45996,"2009"
"HD.運輸輔助及倉儲業",118302,"2009"
"HE.郵政及快遞業",30503,"2009"
"I 住宿及餐飲業",254606,"2009"
"IA住宿服務業",47027,"2009"
"IB.餐飲業",207579,"2009"
"J 資訊及通訊傳播業",463163,"2009"
"JA.傳播業",109221,"2009"
"JB.電信業",220781,"2009"
"JC.資訊業",133161,"2009"
"K 金融及保險業",796388,"2009"
"KA.金融中介業",480855,"2009"
"KB.保險業",204545,"2009"
"KC.證券期貨及其他金融業",110988,"2009"
"L 不動產業",1139790,"2009"
"LA.不動產業",161481,"2009"
"LB.住宅服務",978309,"2009"
"M 專業、科學及技術服務業",284327,"2009"
"N 支援服務業",182538,"2009"
"NA.租賃業",37665,"2009"
"NB.其他支援服務業",144873,"2009"
"O 公共行政及國防",950616,"2009"
"P 教育服務業",618548,"2009"
"Q 醫療保健及社會工作服務業",396963,"2009"
"QA.醫療保健服務業",362200,"2009"
"QB.社會工作服務業",34763,"2009"
"R 藝術、娛樂及休閒服務業",117264,"2009"
"S 其他服務業",387101,"2009"
"SA.對家庭服務之非營利機構",60786,"2009"
"SB.家事服務業",100868,"2009"
"SC.未分類其他服務業",225447,"2009"
"合 計",12088920,"2009"
"進口稅",117194,"2009"
"加值型營業稅",206405,"2009"
"總 計(生產面)",12412519,"2009"
"統計差異",68574,"2009"
"GDP",12481093,"2009"
"補充項目:ICT產業",1567313,"2009"
"A 農、林、漁、牧業",224501,"2010"
"AA.農耕業",158381,"2010"
"AB.畜牧業",30094,"2010"
"AC.林業",1283,"2010"
"AD.漁業",34743,"2010"
"B 礦業及土石採取業",65357,"2010"
"C 製造業",3536574,"2010"
"CA.食品製造業",83540,"2010"
"CB.飲料及菸草製造業",80525,"2010"
"CC.紡織業",73935,"2010"
"CD.成衣及服飾品製造業",23856,"2010"
"CE.皮革、毛皮及其製品製造業",10532,"2010"
"CF.木竹製品製造業",9528,"2010"
"CG.紙漿、紙及紙製品製造業",47257,"2010"
"CH.印刷及資料儲存媒體複製業",36371,"2010"
"CI.石油及煤製品製造業",161904,"2010"
"CJ.化學材料製造業",351029,"2010"
"CK.化學製品製造業",49740,"2010"
"CL.藥品製造業",27255,"2010"
"CM.橡膠製品製造業",28680,"2010"
"CN.塑膠製品製造業",66108,"2010"
"CO.非金屬礦物製品製造業",61989,"2010"
"CP.基本金屬製造業",228826,"2010"
"CQ.金屬製品製造業",209124,"2010"
"CR.電子零組件製造業",1042599,"2010"
"CS.電腦、電子產品及光學製品製造業",395937,"2010"
"CT.電力設備製造業",124820,"2010"
"CU.機械設備製造業",167828,"2010"
"CV.汽車及其零件製造業",97658,"2010"
"CW.其他運輸工具製造業",68872,"2010"
"CX.家具製造業",13904,"2010"
"CY.其他製造業",74757,"2010"
"D 電力及燃氣供應業",157680,"2010"
"DA.電力供應業",146946,"2010"
"DB.氣體燃料供應業",10734,"2010"
"E 用水供應及污染整治業",88128,"2010"
"EA.用水供應業",21134,"2010"
"EB.污染整治業",66994,"2010"
"F 營造業",383943,"2010"
"G 批發及零售業",2502271,"2010"
"GA.批發業",1515040,"2010"
"GB.零售業",987231,"2010"
"H 運輸及倉儲業",442869,"2010"
"HA.陸上運輸業",173992,"2010"
"HB.水上運輸業",24001,"2010"
"HC.航空運輸業",77420,"2010"
"HD.運輸輔助及倉儲業",133922,"2010"
"HE.郵政及快遞業",33534,"2010"
"I 住宿及餐飲業",272805,"2010"
"IA住宿服務業",51498,"2010"
"IB.餐飲業",221307,"2010"
"J 資訊及通訊傳播業",485013,"2010"
"JA.傳播業",115057,"2010"
"JB.電信業",223772,"2010"
"JC.資訊業",146184,"2010"
"K 金融及保險業",861567,"2010"
"KA.金融中介業",541890,"2010"
"KB.保險業",202760,"2010"
"KC.證券期貨及其他金融業",116917,"2010"
"L 不動產業",1172227,"2010"
"LA.不動產業",180208,"2010"
"LB.住宅服務",992019,"2010"
"M 專業、科學及技術服務業",304584,"2010"
"N 支援服務業",197099,"2010"
"NA.租賃業",39791,"2010"
"NB.其他支援服務業",157308,"2010"
"O 公共行政及國防",989879,"2010"
"P 教育服務業",626532,"2010"
"Q 醫療保健及社會工作服務業",409934,"2010"
"QA.醫療保健服務業",373853,"2010"
"QB.社會工作服務業",36081,"2010"
"R 藝術、娛樂及休閒服務業",123505,"2010"
"S 其他服務業",406293,"2010"
"SA.對家庭服務之非營利機構",63477,"2010"
"SB.家事服務業",105605,"2010"
"SC.未分類其他服務業",237211,"2010"
"合 計",13250761,"2010"
"進口稅",152109,"2010"
"加值型營業稅",249680,"2010"
"總 計(生產面)",13652550,"2010"
"統計差異",-100451,"2010"
"GDP",13552099,"2010"
"補充項目:ICT產業",1808492,"2010"
"A 農、林、漁、牧業",248657,"2011"
"AA.農耕業",178948,"2011"
"AB.畜牧業",27290,"2011"
"AC.林業",1551,"2011"
"AD.漁業",40868,"2011"
"B 礦業及土石採取業",30598,"2011"
"C 製造業",3495940,"2011"
"CA.食品製造業",84931,"2011"
"CB.飲料及菸草製造業",84257,"2011"
"CC.紡織業",75945,"2011"
"CD.成衣及服飾品製造業",24245,"2011"
"CE.皮革、毛皮及其製品製造業",10766,"2011"
"CF.木竹製品製造業",10097,"2011"
"CG.紙漿、紙及紙製品製造業",44720,"2011"
"CH.印刷及資料儲存媒體複製業",38104,"2011"
"CI.石油及煤製品製造業",142013,"2011"
"CJ.化學材料製造業",316196,"2011"
"CK.化學製品製造業",51420,"2011"
"CL.藥品製造業",26356,"2011"
"CM.橡膠製品製造業",29791,"2011"
"CN.塑膠製品製造業",69186,"2011"
"CO.非金屬礦物製品製造業",64814,"2011"
"CP.基本金屬製造業",217096,"2011"
"CQ.金屬製品製造業",227884,"2011"
"CR.電子零組件製造業",929018,"2011"
"CS.電腦、電子產品及光學製品製造業",483815,"2011"
"CT.電力設備製造業",117830,"2011"
"CU.機械設備製造業",178884,"2011"
"CV.汽車及其零件製造業",105906,"2011"
"CW.其他運輸工具製造業",73444,"2011"
"CX.家具製造業",13018,"2011"
"CY.其他製造業",76204,"2011"
"D 電力及燃氣供應業",128873,"2011"
"DA.電力供應業",117432,"2011"
"DB.氣體燃料供應業",11441,"2011"
"E 用水供應及污染整治業",88959,"2011"
"EA.用水供應業",21519,"2011"
"EB.污染整治業",67440,"2011"
"F 營造業",403322,"2011"
"G 批發及零售業",2613402,"2011"
"GA.批發業",1568069,"2011"
"GB.零售業",1045333,"2011"
"H 運輸及倉儲業",419011,"2011"
"HA.陸上運輸業",181193,"2011"
"HB.水上運輸業",11065,"2011"
"HC.航空運輸業",59785,"2011"
"HD.運輸輔助及倉儲業",132436,"2011"
"HE.郵政及快遞業",34532,"2011"
"I 住宿及餐飲業",298157,"2011"
"IA住宿服務業",57931,"2011"
"IB.餐飲業",240226,"2011"
"J 資訊及通訊傳播業",492674,"2011"
"JA.傳播業",117005,"2011"
"JB.電信業",223245,"2011"
"JC.資訊業",152424,"2011"
"K 金融及保險業",901251,"2011"
"KA.金融中介業",573260,"2011"
"KB.保險業",216493,"2011"
"KC.證券期貨及其他金融業",111498,"2011"
"L 不動產業",1186799,"2011"
"LA.不動產業",182931,"2011"
"LB.住宅服務",1003868,"2011"
"M 專業、科學及技術服務業",315049,"2011"
"N 支援服務業",207830,"2011"
"NA.租賃業",42017,"2011"
"NB.其他支援服務業",165813,"2011"
"O 公共行政及國防",1004676,"2011"
"P 教育服務業",639167,"2011"
"Q 醫療保健及社會工作服務業",426758,"2011"
"QA.醫療保健服務業",388927,"2011"
"QB.社會工作服務業",37831,"2011"
"R 藝術、娛樂及休閒服務業",130191,"2011"
"S 其他服務業",419375,"2011"
"SA.對家庭服務之非營利機構",60311,"2011"
"SB.家事服務業",110822,"2011"
"SC.未分類其他服務業",248242,"2011"
"合 計",13450689,"2011"
"進口稅",162751,"2011"
"加值型營業稅",264154,"2011"
"總 計(生產面)",13877594,"2011"
"統計差異",-168520,"2011"
"GDP",13709074,"2011"
"補充項目:ICT產業",1788502,"2011"
"A 農、林、漁、牧業",249172,"2012"
"AA.農耕業",190260,"2012"
"AB.畜牧業",15211,"2012"
"AC.林業",1793,"2012"
"AD.漁業",41908,"2012"
"B 礦業及土石採取業",44307,"2012"
"C 製造業",3417885,"2012"
"CA.食品製造業",92707,"2012"
"CB.飲料及菸草製造業",90921,"2012"
"CC.紡織業",80114,"2012"
"CD.成衣及服飾品製造業",24303,"2012"
"CE.皮革、毛皮及其製品製造業",11607,"2012"
"CF.木竹製品製造業",10295,"2012"
"CG.紙漿、紙及紙製品製造業",42039,"2012"
"CH.印刷及資料儲存媒體複製業",38774,"2012"
"CI.石油及煤製品製造業",134799,"2012"
"CJ.化學材料製造業",240471,"2012"
"CK.化學製品製造業",55581,"2012"
"CL.藥品製造業",26630,"2012"
"CM.橡膠製品製造業",35118,"2012"
"CN.塑膠製品製造業",73823,"2012"
"CO.非金屬礦物製品製造業",66917,"2012"
"CP.基本金屬製造業",175272,"2012"
"CQ.金屬製品製造業",216056,"2012"
"CR.電子零組件製造業",1035306,"2012"
"CS.電腦、電子產品及光學製品製造業",385230,"2012"
"CT.電力設備製造業",120841,"2012"
"CU.機械設備製造業",189484,"2012"
"CV.汽車及其零件製造業",106566,"2012"
"CW.其他運輸工具製造業",75855,"2012"
"CX.家具製造業",15209,"2012"
"CY.其他製造業",73967,"2012"
"D 電力及燃氣供應業",123681,"2012"
"DA.電力供應業",112222,"2012"
"DB.氣體燃料供應業",11459,"2012"
"E 用水供應及污染整治業",92808,"2012"
"EA.用水供應業",21518,"2012"
"EB.污染整治業",71290,"2012"
"F 營造業",399683,"2012"
"G 批發及零售業",2651090,"2012"
"GA.批發業",1562205,"2012"
"GB.零售業",1088885,"2012"
"H 運輸及倉儲業",430761,"2012"
"HA.陸上運輸業",185711,"2012"
"HB.水上運輸業",11652,"2012"
"HC.航空運輸業",62622,"2012"
"HD.運輸輔助及倉儲業",136098,"2012"
"HE.郵政及快遞業",34678,"2012"
"I 住宿及餐飲業",314201,"2012"
"IA住宿服務業",62584,"2012"
"IB.餐飲業",251617,"2012"
"J 資訊及通訊傳播業",495077,"2012"
"JA.傳播業",114426,"2012"
"JB.電信業",221333,"2012"
"JC.資訊業",159318,"2012"
"K 金融及保險業",917455,"2012"
"KA.金融中介業",598238,"2012"
"KB.保險業",226665,"2012"
"KC.證券期貨及其他金融業",92552,"2012"
"L 不動產業",1218679,"2012"
"LA.不動產業",189134,"2012"
"LB.住宅服務",1029545,"2012"
"M 專業、科學及技術服務業",318361,"2012"
"N 支援服務業",219995,"2012"
"NA.租賃業",44602,"2012"
"NB.其他支援服務業",175393,"2012"
"O 公共行政及國防",1034470,"2012"
"P 教育服務業",653729,"2012"
"Q 醫療保健及社會工作服務業",445585,"2012"
"QA.醫療保健服務業",407129,"2012"
"QB.社會工作服務業",38456,"2012"
"R 藝術、娛樂及休閒服務業",136825,"2012"
"S 其他服務業",442197,"2012"
"SA.對家庭服務之非營利機構",60587,"2012"
"SB.家事服務業",114115,"2012"
"SC.未分類其他服務業",267495,"2012"
"合 計",13605961,"2012"
"進口稅",157515,"2012"
"加值型營業稅",260709,"2012"
"總 計(生產面)",14024185,"2012"
"統計差異",52914,"2012"
"GDP",14077099,"2012"
"補充項目:ICT產業",1801187,"2012"
